
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000331                       # Number of seconds simulated (Second)
simTicks                                    330631500                       # Number of ticks simulated (Tick)
finalTick                                   330631500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.92                       # Real time elapsed on the host (Second)
hostTickRate                                 47802051                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8603984                       # Number of bytes of host memory used (Byte)
simInsts                                      1692866                       # Number of instructions simulated (Count)
simOps                                        2881846                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   244747                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     416645                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          660489                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.780320                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.281525                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        1576906                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      66                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       1530727                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   715                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              136049                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           272983                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             531343                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.880864                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.729431                       # Number of insts issued each cycle (Count)
system.cpu1.dcache.overallMisses::total          3619                       # number of overall misses (Count)
system.cpu1.dcache.demandMissLatency::cpu1.data    264403999                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.demandMissLatency::total    264403999                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::cpu1.data    264403999                       # number of overall miss ticks (Tick)
system.cpu1.dcache.overallMissLatency::total    264403999                       # number of overall miss ticks (Tick)
system.cpu1.dcache.demandAccesses::cpu1.data       266908                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.demandAccesses::total       266908                       # number of demand (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::cpu1.data       266908                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.overallAccesses::total       266908                       # number of overall (read+write) accesses (Count)
system.cpu1.dcache.demandMissRate::cpu1.data     0.013559                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.demandMissRate::total     0.013559                       # miss rate for demand accesses (Ratio)
system.cpu1.dcache.overallMissRate::cpu1.data     0.013559                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.overallMissRate::total     0.013559                       # miss rate for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMissLatency::cpu1.data 73059.961039                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.dcache.demandAvgMissLatency::total 73059.961039                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.dcache.overallAvgMissLatency::cpu1.data 73059.961039                       # average overall miss latency ((Tick/Count))
system.cpu1.dcache.overallAvgMissLatency::total 73059.961039                       # average overall miss latency ((Tick/Count))
system.cpu1.dcache.blockedCycles::no_mshrs         2493                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dcache.blockedCauses::no_mshrs           52                       # number of times access was blocked (Count)
system.cpu1.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dcache.avgBlocked::no_mshrs     47.942308                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dcache.writebacks::writebacks          482                       # number of writebacks (Count)
system.cpu1.dcache.writebacks::total              482                       # number of writebacks (Count)
system.cpu1.dcache.demandMshrHits::cpu1.data         1938                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.demandMshrHits::total         1938                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::cpu1.data         1938                       # number of overall MSHR hits (Count)
system.cpu1.dcache.overallMshrHits::total         1938                       # number of overall MSHR hits (Count)
system.cpu1.dcache.demandMshrMisses::cpu1.data         1681                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.demandMshrMisses::total         1681                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::cpu1.data         1681                       # number of overall MSHR misses (Count)
system.cpu1.dcache.overallMshrMisses::total         1681                       # number of overall MSHR misses (Count)
system.cpu1.dcache.demandMshrMissLatency::cpu1.data    123054499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissLatency::total    123054499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::cpu1.data    123054499                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.overallMshrMissLatency::total    123054499                       # number of overall MSHR miss ticks (Tick)
system.cpu1.dcache.demandMshrMissRate::cpu1.data     0.006298                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.demandMshrMissRate::total     0.006298                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::cpu1.data     0.006298                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.overallMshrMissRate::total     0.006298                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.dcache.demandAvgMshrMissLatency::cpu1.data 73203.152290                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.dcache.demandAvgMshrMissLatency::total 73203.152290                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::cpu1.data 73203.152290                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.dcache.overallAvgMshrMissLatency::total 73203.152290                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.dcache.replacements                  1173                       # number of replacements (Count)
system.cpu1.dcache.LockedRMWReadReq.hits::cpu1.data           10                       # number of LockedRMWReadReq hits (Count)
system.cpu1.dcache.LockedRMWReadReq.hits::total           10                       # number of LockedRMWReadReq hits (Count)
system.cpu1.dcache.LockedRMWReadReq.misses::cpu1.data            2                       # number of LockedRMWReadReq misses (Count)
system.cpu1.dcache.LockedRMWReadReq.misses::total            2                       # number of LockedRMWReadReq misses (Count)
system.cpu1.dcache.LockedRMWReadReq.missLatency::cpu1.data       353000                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu1.dcache.LockedRMWReadReq.missLatency::total       353000                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu1.dcache.LockedRMWReadReq.accesses::cpu1.data           12                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.LockedRMWReadReq.accesses::total           12                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.LockedRMWReadReq.missRate::cpu1.data     0.166667                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu1.dcache.LockedRMWReadReq.missRate::total     0.166667                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu1.dcache.LockedRMWReadReq.avgMissLatency::cpu1.data       176500                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu1.dcache.LockedRMWReadReq.avgMissLatency::total       176500                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu1.dcache.LockedRMWReadReq.mshrMisses::cpu1.data            2                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu1.dcache.LockedRMWReadReq.mshrMisses::total            2                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu1.dcache.LockedRMWReadReq.mshrMissLatency::cpu1.data       747000                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.LockedRMWReadReq.mshrMissLatency::total       747000                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.LockedRMWReadReq.mshrMissRate::cpu1.data     0.166667                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu1.dcache.LockedRMWReadReq.mshrMissRate::total     0.166667                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu1.dcache.LockedRMWReadReq.avgMshrMissLatency::cpu1.data       373500                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.LockedRMWReadReq.avgMshrMissLatency::total       373500                       # average LockedRMWReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.LockedRMWWriteReq.hits::cpu1.data           12                       # number of LockedRMWWriteReq hits (Count)
system.cpu1.dcache.LockedRMWWriteReq.hits::total           12                       # number of LockedRMWWriteReq hits (Count)
system.cpu1.dcache.LockedRMWWriteReq.accesses::cpu1.data           12                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.LockedRMWWriteReq.accesses::total           12                       # number of LockedRMWWriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.hits::cpu1.data       210459                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.hits::total         210459                       # number of ReadReq hits (Count)
system.cpu1.dcache.ReadReq.misses::cpu1.data         3244                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.misses::total         3244                       # number of ReadReq misses (Count)
system.cpu1.dcache.ReadReq.missLatency::cpu1.data    233813500                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.missLatency::total    233813500                       # number of ReadReq miss ticks (Tick)
system.cpu1.dcache.ReadReq.accesses::cpu1.data       213703                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.accesses::total       213703                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.dcache.ReadReq.missRate::cpu1.data     0.015180                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.missRate::total     0.015180                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMissLatency::cpu1.data 72075.678175                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMissLatency::total 72075.678175                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.mshrHits::cpu1.data         1937                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrHits::total         1937                       # number of ReadReq MSHR hits (Count)
system.cpu1.dcache.ReadReq.mshrMisses::cpu1.data         1307                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMisses::total         1307                       # number of ReadReq MSHR misses (Count)
system.cpu1.dcache.ReadReq.mshrMissLatency::cpu1.data     92866000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissLatency::total     92866000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.dcache.ReadReq.mshrMissRate::cpu1.data     0.006116                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.mshrMissRate::total     0.006116                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMshrMissLatency::cpu1.data 71052.792655                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMshrMissLatency::total 71052.792655                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.hits::cpu1.data        52830                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.hits::total         52830                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.misses::cpu1.data          375                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.misses::total          375                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.missLatency::cpu1.data     30590499                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.missLatency::total     30590499                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.accesses::cpu1.data        53205                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.accesses::total        53205                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.missRate::cpu1.data     0.007048                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.missRate::total     0.007048                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMissLatency::cpu1.data 81574.664000                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMissLatency::total 81574.664000                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.mshrHits::cpu1.data            1                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrHits::total            1                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrMisses::cpu1.data          374                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMisses::total          374                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMissLatency::cpu1.data     30188499                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissLatency::total     30188499                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissRate::cpu1.data     0.007029                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.mshrMissRate::total     0.007029                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMshrMissLatency::cpu1.data 80717.911765                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMshrMissLatency::total 80717.911765                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dcache.tags.tagsInUse          437.432170                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dcache.tags.totalRefs              264994                       # Total number of references to valid blocks. (Count)
system.cpu1.dcache.tags.sampledRefs              1683                       # Sample count of references to valid blocks. (Count)
system.cpu1.dcache.tags.avgRefs            157.453357                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dcache.tags.warmupTick             227500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dcache.tags.occupancies::cpu1.data   437.432170                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.dcache.tags.avgOccs::cpu1.data     0.854360                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.avgOccs::total       0.854360                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.occupanciesTaskId::1024          510                       # Occupied blocks per task id (Count)
system.cpu1.dcache.tags.ageTaskId_1024::0           24                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1           20                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2          466                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024     0.996094                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses            535547                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses           535547                       # Number of data accesses (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                   84607                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles               193480                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                   206438                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles                42754                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                  4210                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved              200781                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                  637                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts               1622186                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                 3100                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.executeStats0.numInsts            1523259                       # Number of executed instructions (Count)
system.cpu1.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu1.executeStats0.numBranches          225817                       # Number of branches executed (Count)
system.cpu1.executeStats0.numLoadInsts         237099                       # Number of load instructions executed (Count)
system.cpu1.executeStats0.numStoreInsts         57332                       # Number of stores executed (Count)
system.cpu1.executeStats0.instRate           2.303557                       # Inst execution rate ((Count/Cycle))
system.cpu1.executeStats0.numCCRegReads       1146921                       # Number of times the CC registers were read (Count)
system.cpu1.executeStats0.numCCRegWrites       695421                       # Number of times the CC registers were written (Count)
system.cpu1.executeStats0.numFpRegReads         13695                       # Number of times the floating registers were read (Count)
system.cpu1.executeStats0.numFpRegWrites         7445                       # Number of times the floating registers were written (Count)
system.cpu1.executeStats0.numIntRegReads      1628541                       # Number of times the integer registers were read (Count)
system.cpu1.executeStats0.numIntRegWrites      1009817                       # Number of times the integer registers were written (Count)
system.cpu1.executeStats0.numMemRefs           294431                       # Number of memory refs (Count)
system.cpu1.executeStats0.numMiscRegReads       752431                       # Number of times the Misc registers were read (Count)
system.cpu1.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu1.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu1.fetch.predictedBranches            204878                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                       451054                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                   9676                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                 424                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles         2915                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.icacheWaitRetryStallCycles           58                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu1.fetch.cacheLines                    22618                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                 1456                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples            531489                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             3.138080                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            3.180695                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                  253594     47.71%     47.71% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                    3583      0.67%     48.39% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                   13058      2.46%     50.84% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                    3104      0.58%     51.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                   13009      2.45%     53.88% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                    5061      0.95%     54.83% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  182173     34.28%     89.10% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                    4791      0.90%     90.01% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                   53116      9.99%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total              531489                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetchStats0.numInsts               966513                       # Number of instructions fetched (thread level) (Count)
system.cpu1.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu1.fetchStats0.fetchRate            1.461614                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.fetchStats0.numBranches            248015                       # Number of branches fetched (Count)
system.cpu1.fetchStats0.branchRate           0.375062                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetchStats0.icacheStallCycles        72200                       # ICache total stall cycles (Cycle)
system.cpu1.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu1.icache.demandHits::cpu1.inst        20585                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total            20585                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst        20585                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total           20585                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst         2033                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total           2033                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst         2033                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total          2033                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst    164776500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total    164776500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst    164776500                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total    164776500                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst        22618                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total        22618                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst        22618                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total        22618                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.089884                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.089884                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.089884                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.089884                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 81050.909985                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 81050.909985                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 81050.909985                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 81050.909985                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs          269                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            5                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     53.800000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks         1017                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total             1017                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          506                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          506                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          506                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          506                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst         1527                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total         1527                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst         1527                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total         1527                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst    127487500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total    127487500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst    127487500                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total    127487500                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.067513                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.067513                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.067513                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.067513                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 83488.867060                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 83488.867060                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 83488.867060                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 83488.867060                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                  1017                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst        20585                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total          20585                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst         2033                       # number of ReadReq misses (Count)
